file,line,type,commit,author,date,time,timezone,datetime,depth,length
global.js,58,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,20
global.js,59,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,60,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,90
global.js,61,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,62,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,29
global.js,63,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,2,18
global.js,64,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,0
global.js,65,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,66,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,12
global.js,67,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,68,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,31
global.js,69,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,11
global.js,70,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,27
global.js,71,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,2,4
global.js,72,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,2,6
global.js,73,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,3,43
global.js,74,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,3,34
global.js,75,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,3,32
global.js,76,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,2,7
global.js,77,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,7
global.js,78,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,79,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,80,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,58
global.js,81,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,82,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,48
global.js,83,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,77
global.js,84,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,44
global.js,85,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,1
global.js,86,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
global.js,87,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,34
global.js,88,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,83
global.js,89,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,38
global.js,90,js,73a1a23d,Francisco,2026-04-25,21:48:28,-07:00,2026-04-25T21:48:28-07:00,0,0
global.js,91,js,73a1a23d,Francisco,2026-04-25,21:48:28,-07:00,2026-04-25T21:48:28-07:00,0,47
global.js,92,js,73a1a23d,Francisco,2026-04-25,21:48:28,-07:00,2026-04-25T21:48:28-07:00,1,59
global.js,93,js,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,0
projects/projects.js,1,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,63
projects/projects.js,2,js,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,0,55
projects/projects.js,3,js,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,0,0
projects/projects.js,4,js,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,0,55
projects/projects.js,5,js,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,0,60
projects/projects.js,6,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,7,js,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,0,48
projects/projects.js,8,js,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,0,0
projects/projects.js,9,js,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,0,56
projects/projects.js,10,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,50
projects/projects.js,11,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,12,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,57
projects/projects.js,13,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,47
projects/projects.js,14,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,21
projects/projects.js,15,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,0,13
projects/projects.js,16,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,0,0
projects/projects.js,17,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,0,30
projects/projects.js,18,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,1,35
projects/projects.js,19,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,2,59
projects/projects.js,20,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,2,42
projects/projects.js,21,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,1,1
projects/projects.js,22,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,0,0
projects/projects.js,23,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,24,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,38
projects/projects.js,25,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,26
projects/projects.js,26,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,12
projects/projects.js,27,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,14
projects/projects.js,28,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,12
projects/projects.js,29,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,0
projects/projects.js,30,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,31,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,45
projects/projects.js,32,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,11
projects/projects.js,33,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,10
projects/projects.js,34,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,2
projects/projects.js,35,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,36,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,50
projects/projects.js,37,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,33
projects/projects.js,38,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,45
projects/projects.js,39,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,40,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,25
projects/projects.js,41,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,29
projects/projects.js,42,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,32
projects/projects.js,43,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,30
projects/projects.js,44,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,45,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,24
projects/projects.js,46,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,1
projects/projects.js,47,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,13
projects/projects.js,48,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,13
projects/projects.js,49,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,22
projects/projects.js,50,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,51
projects/projects.js,51,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,18
projects/projects.js,52,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,4,43
projects/projects.js,53,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,0,0
projects/projects.js,54,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,4,12
projects/projects.js,55,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,4,35
projects/projects.js,56,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,4,23
projects/projects.js,57,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,58,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,4,25
projects/projects.js,59,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,5,48
projects/projects.js,60,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,4,6
projects/projects.js,61,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,5,43
projects/projects.js,62,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,5,59
projects/projects.js,63,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,5,46
projects/projects.js,64,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,4,0
projects/projects.js,65,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,1
projects/projects.js,66,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,1
projects/projects.js,67,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,68,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,22
projects/projects.js,69,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,4
projects/projects.js,70,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,11
projects/projects.js,71,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,36
projects/projects.js,72,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,68
projects/projects.js,73,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,69
projects/projects.js,74,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,1
projects/projects.js,75,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,76,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,77,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,23
projects/projects.js,78,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,79,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,53
projects/projects.js,80,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/projects.js,81,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,48
projects/projects.js,82,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,1,25
projects/projects.js,83,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,1,29
projects/projects.js,84,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,1,35
projects/projects.js,85,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,1,48
projects/projects.js,86,js,3f615ffd,Francisco,2026-05-01,20:32:19,-06:00,2026-05-01T20:32:19-06:00,1,23
projects/projects.js,87,js,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,1
projects/index.html,1,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,0,13
projects/index.html,2,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,0,14
projects/index.html,3,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,0,4
projects/index.html,4,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,2,20
projects/index.html,5,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,2,68
projects/index.html,6,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,2,32
projects/index.html,7,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,2,41
projects/index.html,8,html,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,2,48
projects/index.html,9,html,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,2,47
projects/index.html,10,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,0,5
projects/index.html,11,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,0,4
projects/index.html,12,html,347e6a27,Francisco,2026-04-25,21:39:11,-07:00,2026-04-25T21:39:11-07:00,2,38
projects/index.html,13,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/index.html,14,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,21
projects/index.html,15,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,58
projects/index.html,16,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,22
projects/index.html,17,html,66b1398f,Francisco,2026-04-10,21:02:47,-07:00,2026-04-10T21:02:47-07:00,2,4
projects/index.html,18,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/index.html,19,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,4
projects/index.html,20,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,15
projects/index.html,21,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,11
projects/index.html,22,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,26
projects/index.html,23,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,3,31
projects/index.html,24,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,0
projects/index.html,25,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,0,0
projects/index.html,26,html,ac458d32,Francisco,2026-05-01,20:17:44,-06:00,2026-05-01T20:17:44-06:00,2,26
projects/index.html,27,html,8a17a6ad,Francisco,2026-04-03,20:20:47,-07:00,2026-04-03T20:20:47-07:00,0,5
projects/index.html,28,html,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,0,5
cv/index.html,1,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,13
cv/index.html,2,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,14
cv/index.html,3,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,4
cv/index.html,4,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,20
cv/index.html,5,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,68
cv/index.html,6,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,26
cv/index.html,7,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,41
cv/index.html,8,html,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,2,48
cv/index.html,9,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,5
cv/index.html,10,html,c5cedf13,Francisco,2026-04-10,21:05:01,-07:00,2026-04-10T21:05:01-07:00,0,15
cv/index.html,11,html,a901d952,Francisco,2026-04-18,20:09:03,-07:00,2026-04-18T20:09:03-07:00,1,0
cv/index.html,12,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,21
cv/index.html,13,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,39
cv/index.html,14,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,0
cv/index.html,15,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,7
cv/index.html,16,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,16
cv/index.html,17,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,7
cv/index.html,18,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,19
cv/index.html,19,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,42
cv/index.html,20,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,104
cv/index.html,21,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,8
cv/index.html,22,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,7
cv/index.html,23,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,25
cv/index.html,24,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,44
cv/index.html,25,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,108
cv/index.html,26,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,8
cv/index.html,27,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,7
cv/index.html,28,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,24
cv/index.html,29,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,42
cv/index.html,30,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,105
cv/index.html,31,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,8
cv/index.html,32,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,8
cv/index.html,33,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,0
cv/index.html,34,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,7
cv/index.html,35,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,13
cv/index.html,36,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,2
cv/index.html,37,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,32
cv/index.html,38,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,32
cv/index.html,39,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,3
cv/index.html,40,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,8
cv/index.html,41,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,0
cv/index.html,42,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,7
cv/index.html,43,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,22
cv/index.html,44,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,7
cv/index.html,45,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,69
cv/index.html,46,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,106
cv/index.html,47,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,2
cv/index.html,48,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,104
cv/index.html,49,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,84
cv/index.html,50,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,76
cv/index.html,51,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,3
cv/index.html,52,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,8
cv/index.html,53,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,7
cv/index.html,54,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,51
cv/index.html,55,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,111
cv/index.html,56,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,2
cv/index.html,57,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,75
cv/index.html,58,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,83
cv/index.html,59,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,3
cv/index.html,60,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,8
cv/index.html,61,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,7
cv/index.html,62,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,72
cv/index.html,63,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,102
cv/index.html,64,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,2
cv/index.html,65,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,75
cv/index.html,66,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,70
cv/index.html,67,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,3
cv/index.html,68,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,8
cv/index.html,69,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,7
cv/index.html,70,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,49
cv/index.html,71,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,68
cv/index.html,72,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,2
cv/index.html,73,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,84
cv/index.html,74,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,8,73
cv/index.html,75,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,6,3
cv/index.html,76,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,4,8
cv/index.html,77,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,2,8
cv/index.html,78,html,6fa30673,Francisco,2026-04-03,20:35:08,-07:00,2026-04-03T20:35:08-07:00,0,0
